QuantityBreak,CatalogPrice,StandardNetPrice,DiscountCode,AddColorPrice,AddColorDiscountCode,AddColorNetPrice,Quantities_Id,Price_Id,CurrencyCode,AsLowAsCatalog,AsLowAsNet,Prices_Id,DecorationMethod_Id,PrintMethod,Select an Option Below,PriceMethod,PricingKey,DecorationMethods_Id,Product_Id,ItemNumber,BrandName,AdditionalCharges_Id,AdditionalChargeItemDescription,AdditionalChargeCatalogPrice,AdditionalChargeDiscountCode,AdditionalChargeNetPrice,SetupChargeCatalogPrice,NetSetupCharge,NetRepeatSetupCharge,MaxNumSpotColors,MaximumColorsAllowed
25,38.79,23.274,C,,,,254,254,USD,33.79,20.274,127,127,See Price Method,Place Order With Logo,4 Color Process Dome,DM,19,19,BG226,The Bag Factory,127,Drop Shipment Charge,8.5,G,6.8,50,40,40,0,0
50,36.39,21.834,C,,,,254,254,USD,33.79,20.274,127,127,See Price Method,Place Order With Logo,4 Color Process Dome,DM,19,19,BG226,The Bag Factory,127,Drop Shipment Charge,8.5,G,6.8,50,40,40,0,0
100,33.79,20.274,C,,,,254,254,USD,33.79,20.274,127,127,See Price Method,Place Order With Logo,4 Color Process Dome,DM,19,19,BG226,The Bag Factory,127,Drop Shipment Charge,8.5,G,6.8,50,40,40,0,0
1,33.79,20.28,C,,,,256,256,USD,0,20.28,128,128,Random Sample,Order Sample,4 Color Process Dome,RS,19,19,BG226,The Bag Factory,128,Drop Shipment Charge,8.5,G,6.8,,,,0,0
12,31.79,19.074,C,,,,258,258,USD,31.79,19.074,129,129,See Price Method,Order Without Logo,Blank,BL,19,19,BG226,The Bag Factory,129,Drop Shipment Charge,8.5,G,6.8,,,,0,
25,31.79,19.074,C,,,,258,258,USD,31.79,19.074,129,129,See Price Method,Order Without Logo,Blank,BL,19,19,BG226,The Bag Factory,129,Drop Shipment Charge,8.5,G,6.8,,,,0,
50,31.79,19.074,C,,,,258,258,USD,31.79,19.074,129,129,See Price Method,Order Without Logo,Blank,BL,19,19,BG226,The Bag Factory,129,Drop Shipment Charge,8.5,G,6.8,,,,0,
100,31.79,19.074,C,,,,258,258,USD,31.79,19.074,129,129,See Price Method,Order Without Logo,Blank,BL,19,19,BG226,The Bag Factory,129,Drop Shipment Charge,8.5,G,6.8,,,,0,
12,41.99,25.194,C,,,,260,260,USD,33.79,20.274,130,130,"Embroidered - Up to 8,000 Stitches",Place Order With Logo,"Embroidery, up to 8000 Stitches",EM,19,19,BG226,The Bag Factory,130,Additional Stitches,0.35,G,0.28,50,40,20,4,9
25,38.79,23.274,C,,,,260,260,USD,33.79,20.274,130,130,"Embroidered - Up to 8,000 Stitches",Place Order With Logo,"Embroidery, up to 8000 Stitches",EM,19,19,BG226,The Bag Factory,130,Additional Stitches,0.35,G,0.28,50,40,20,4,9
50,36.39,21.834,C,,,,260,260,USD,33.79,20.274,130,130,"Embroidered - Up to 8,000 Stitches",Place Order With Logo,"Embroidery, up to 8000 Stitches",EM,19,19,BG226,The Bag Factory,130,Additional Stitches,0.35,G,0.28,50,40,20,4,9
100,33.79,20.274,C,,,,260,260,USD,33.79,20.274,130,130,"Embroidered - Up to 8,000 Stitches",Place Order With Logo,"Embroidery, up to 8000 Stitches",EM,19,19,BG226,The Bag Factory,130,Additional Stitches,0.35,G,0.28,50,40,20,4,9
1,33.79,20.28,C,,,,262,262,USD,0,20.28,131,131,Random Sample,Order Sample,"Embroidery, up to 8000 Stitches",RS,19,19,BG226,The Bag Factory,131,Drop Shipment Charge,8.5,G,6.8,,,,0,0
12,42.89,25.734,C,0.5,G,0.4,264,264,USD,33.99,20.394,132,132,See Price Method,Place Order With Logo,1 Color 1 Location,TP,20,20,BG227,The Bag Factory,132,Drop Shipment Charge,8.5,G,6.8,50,40,20,3,5
25,39.29,23.574,C,0.5,G,0.4,264,264,USD,33.99,20.394,132,132,See Price Method,Place Order With Logo,1 Color 1 Location,TP,20,20,BG227,The Bag Factory,132,Drop Shipment Charge,8.5,G,6.8,50,40,20,3,5
50,36.69,22.014,C,0.5,G,0.4,264,264,USD,33.99,20.394,132,132,See Price Method,Place Order With Logo,1 Color 1 Location,TP,20,20,BG227,The Bag Factory,132,Drop Shipment Charge,8.5,G,6.8,50,40,20,3,5
100,33.99,20.394,C,0.5,G,0.4,264,264,USD,33.99,20.394,132,132,See Price Method,Place Order With Logo,1 Color 1 Location,TP,20,20,BG227,The Bag Factory,132,Drop Shipment Charge,8.5,G,6.8,50,40,20,3,5
1,33.99,20.4,C,,,,266,266,USD,0,20.4,133,133,Random Sample,Order Sample,1 Color 1 Location,RS,20,20,BG227,The Bag Factory,133,Drop Shipment Charge,8.5,G,6.8,,,,0,0
12,44.39,26.634,C,,,,268,268,USD,35.49,21.294,134,134,See Price Method,Place Order With Logo,4 Color Process,TF,20,20,BG227,The Bag Factory,134,Drop Shipment Charge,8.5,G,6.8,75,60,60,0,0
25,40.79,24.474,C,,,,268,268,USD,35.49,21.294,134,134,See Price Method,Place Order With Logo,4 Color Process,TF,20,20,BG227,The Bag Factory,134,Drop Shipment Charge,8.5,G,6.8,75,60,60,0,0
50,38.19,22.914,C,,,,268,268,USD,35.49,21.294,134,134,See Price Method,Place Order With Logo,4 Color Process,TF,20,20,BG227,The Bag Factory,134,Drop Shipment Charge,8.5,G,6.8,75,60,60,0,0
100,35.49,21.294,C,,,,268,268,USD,35.49,21.294,134,134,See Price Method,Place Order With Logo,4 Color Process,TF,20,20,BG227,The Bag Factory,134,Drop Shipment Charge,8.5,G,6.8,75,60,60,0,0
1,35.49,21.3,C,,,,270,270,USD,0,21.3,135,135,Random Sample,Order Sample,4 Color Process,RS,20,20,BG227,The Bag Factory,135,Drop Shipment Charge,8.5,G,6.8,,,,0,0
12,44.89,26.934,C,,,,272,272,USD,35.99,21.594,136,136,See Price Method,Place Order With Logo,4 Color Process Dome,DM,20,20,BG227,The Bag Factory,136,Drop Shipment Charge,8.5,G,6.8,50,40,40,0,0
25,41.29,24.774,C,,,,272,272,USD,35.99,21.594,136,136,See Price Method,Place Order With Logo,4 Color Process Dome,DM,20,20,BG227,The Bag Factory,136,Drop Shipment Charge,8.5,G,6.8,50,40,40,0,0
50,38.69,23.214,C,,,,272,272,USD,35.99,21.594,136,136,See Price Method,Place Order With Logo,4 Color Process Dome,DM,20,20,BG227,The Bag Factory,136,Drop Shipment Charge,8.5,G,6.8,50,40,40,0,0
100,35.99,21.594,C,,,,272,272,USD,35.99,21.594,136,136,See Price Method,Place Order With Logo,4 Color Process Dome,DM,20,20,BG227,The Bag Factory,136,Drop Shipment Charge,8.5,G,6.8,50,40,40,0,0
1,35.99,21.6,C,,,,274,274,USD,0,21.6,137,137,Random Sample,Order Sample,4 Color Process Dome,RS,20,20,BG227,The Bag Factory,137,Drop Shipment Charge,8.5,G,6.8,,,,0,0
12,33.99,20.394,C,,,,276,276,USD,33.99,20.394,138,138,See Price Method,Order Without Logo,Blank,BL,20,20,BG227,The Bag Factory,138,Drop Shipment Charge,8.5,G,6.8,,,,0,
25,33.99,20.394,C,,,,276,276,USD,33.99,20.394,138,138,See Price Method,Order Without Logo,Blank,BL,20,20,BG227,The Bag Factory,138,Drop Shipment Charge,8.5,G,6.8,,,,0,
50,33.99,20.394,C,,,,276,276,USD,33.99,20.394,138,138,See Price Method,Order Without Logo,Blank,BL,20,20,BG227,The Bag Factory,138,Drop Shipment Charge,8.5,G,6.8,,,,0,
100,33.99,20.394,C,,,,276,276,USD,33.99,20.394,138,138,See Price Method,Order Without Logo,Blank,BL,20,20,BG227,The Bag Factory,138,Drop Shipment Charge,8.5,G,6.8,,,,0,
12,44.89,26.934,C,,,,278,278,USD,35.99,21.594,139,139,"Embroidered - Up to 8,000 Stitches",Place Order With Logo,"Embroidery, up to 8000 Stitches",EM,20,20,BG227,The Bag Factory,139,Additional Stitches,0.35,G,0.28,50,40,20,4,9
25,41.29,24.774,C,,,,278,278,USD,35.99,21.594,139,139,"Embroidered - Up to 8,000 Stitches",Place Order With Logo,"Embroidery, up to 8000 Stitches",EM,20,20,BG227,The Bag Factory,139,Additional Stitches,0.35,G,0.28,50,40,20,4,9
50,38.69,23.214,C,,,,278,278,USD,35.99,21.594,139,139,"Embroidered - Up to 8,000 Stitches",Place Order With Logo,"Embroidery, up to 8000 Stitches",EM,20,20,BG227,The Bag Factory,139,Additional Stitches,0.35,G,0.28,50,40,20,4,9
100,35.99,21.594,C,,,,278,278,USD,35.99,21.594,139,139,"Embroidered - Up to 8,000 Stitches",Place Order With Logo,"Embroidery, up to 8000 Stitches",EM,20,20,BG227,The Bag Factory,139,Additional Stitches,0.35,G,0.28,50,40,20,4,9
1,35.99,21.6,C,,,,280,280,USD,0,21.6,140,140,Random Sample,Order Sample,"Embroidery, up to 8000 Stitches",RS,20,20,BG227,The Bag Factory,140,Drop Shipment Charge,8.5,G,6.8,,,,0,0
12,43.89,26.334,C,0.5,G,0.4,282,282,USD,34.99,20.994,141,141,See Price Method,Place Order With Logo,1 Color 1 Location,TP,21,21,BG227CM,The Bag Factory,141,Drop Shipment Charge,8.5,G,6.8,50,40,20,3,5
25,40.29,24.174,C,0.5,G,0.4,282,282,USD,34.99,20.994,141,141,See Price Method,Place Order With Logo,1 Color 1 Location,TP,21,21,BG227CM,The Bag Factory,141,Drop Shipment Charge,8.5,G,6.8,50,40,20,3,5
50,37.69,22.614,C,0.5,G,0.4,282,282,USD,34.99,20.994,141,141,See Price Method,Place Order With Logo,1 Color 1 Location,TP,21,21,BG227CM,The Bag Factory,141,Drop Shipment Charge,8.5,G,6.8,50,40,20,3,5
100,34.99,20.994,C,0.5,G,0.4,282,282,USD,34.99,20.994,141,141,See Price Method,Place Order With Logo,1 Color 1 Location,TP,21,21,BG227CM,The Bag Factory,141,Drop Shipment Charge,8.5,G,6.8,50,40,20,3,5
1,34.99,21,C,,,,284,284,USD,0,21,142,142,Random Sample,Order Sample,1 Color 1 Location,RS,21,21,BG227CM,The Bag Factory,142,Drop Shipment Charge,8.5,G,6.8,,,,0,0
12,46.39,27.834,C,,,,286,286,USD,37.49,22.494,143,143,See Price Method,Place Order With Logo,4 Color Process,TF,21,21,BG227CM,The Bag Factory,143,Drop Shipment Charge,8.5,G,6.8,50,40,20,0,0
25,42.79,25.674,C,,,,286,286,USD,37.49,22.494,143,143,See Price Method,Place Order With Logo,4 Color Process,TF,21,21,BG227CM,The Bag Factory,143,Drop Shipment Charge,8.5,G,6.8,50,40,20,0,0
50,40.19,24.114,C,,,,286,286,USD,37.49,22.494,143,143,See Price Method,Place Order With Logo,4 Color Process,TF,21,21,BG227CM,The Bag Factory,143,Drop Shipment Charge,8.5,G,6.8,50,40,20,0,0
100,37.49,22.494,C,,,,286,286,USD,37.49,22.494,143,143,See Price Method,Place Order With Logo,4 Color Process,TF,21,21,BG227CM,The Bag Factory,143,Drop Shipment Charge,8.5,G,6.8,50,40,20,0,0
1,37.49,22.5,C,,,,288,288,USD,0,22.5,144,144,Random Sample,Order Sample,4 Color Process,RS,21,21,BG227CM,The Bag Factory,144,Drop Shipment Charge,8.5,G,6.8,,,,0,0
12,46.89,28.134,C,,,,290,290,USD,37.99,22.794,145,145,See Price Method,Place Order With Logo,4 Color Process Dome,DM,21,21,BG227CM,The Bag Factory,145,Drop Shipment Charge,8.5,G,6.8,50,40,20,0,0
25,43.29,25.974,C,,,,290,290,USD,37.99,22.794,145,145,See Price Method,Place Order With Logo,4 Color Process Dome,DM,21,21,BG227CM,The Bag Factory,145,Drop Shipment Charge,8.5,G,6.8,50,40,20,0,0
50,40.69,24.414,C,,,,290,290,USD,37.99,22.794,145,145,See Price Method,Place Order With Logo,4 Color Process Dome,DM,21,21,BG227CM,The Bag Factory,145,Drop Shipment Charge,8.5,G,6.8,50,40,20,0,0
100,37.99,22.794,C,,,,290,290,USD,37.99,22.794,145,145,See Price Method,Place Order With Logo,4 Color Process Dome,DM,21,21,BG227CM,The Bag Factory,145,Drop Shipment Charge,8.5,G,6.8,50,40,20,0,0
1,37.99,22.8,C,,,,292,292,USD,0,22.8,146,146,Random Sample,Order Sample,4 Color Process Dome,RS,21,21,BG227CM,The Bag Factory,146,Drop Shipment Charge,8.5,G,6.8,,,,0,0
12,34.99,20.994,C,,,,294,294,USD,34.99,20.994,147,147,See Price Method,Order Without Logo,Blank,BL,21,21,BG227CM,The Bag Factory,147,Drop Shipment Charge,8.5,G,6.8,,,,0,
25,34.99,20.994,C,,,,294,294,USD,34.99,20.994,147,147,See Price Method,Order Without Logo,Blank,BL,21,21,BG227CM,The Bag Factory,147,Drop Shipment Charge,8.5,G,6.8,,,,0,
50,34.99,20.994,C,,,,294,294,USD,34.99,20.994,147,147,See Price Method,Order Without Logo,Blank,BL,21,21,BG227CM,The Bag Factory,147,Drop Shipment Charge,8.5,G,6.8,,,,0,
100,34.99,20.994,C,,,,294,294,USD,34.99,20.994,147,147,See Price Method,Order Without Logo,Blank,BL,21,21,BG227CM,The Bag Factory,147,Drop Shipment Charge,8.5,G,6.8,,,,0,
12,46.89,28.134,C,,,,296,296,USD,37.99,22.794,148,148,"Embroidered - Up to 8,000 Stitches",Place Order With Logo,"Embroidery, up to 8000 Stitches",EM,21,21,BG227CM,The Bag Factory,148,Additional Stitches,0.35,G,0.28,50,40,20,4,9
25,43.29,25.974,C,,,,296,296,USD,37.99,22.794,148,148,"Embroidered - Up to 8,000 Stitches",Place Order With Logo,"Embroidery, up to 8000 Stitches",EM,21,21,BG227CM,The Bag Factory,148,Additional Stitches,0.35,G,0.28,50,40,20,4,9
50,40.69,24.414,C,,,,296,296,USD,37.99,22.794,148,148,"Embroidered - Up to 8,000 Stitches",Place Order With Logo,"Embroidery, up to 8000 Stitches",EM,21,21,BG227CM,The Bag Factory,148,Additional Stitches,0.35,G,0.28,50,40,20,4,9
100,37.99,22.794,C,,,,296,296,USD,37.99,22.794,148,148,"Embroidered - Up to 8,000 Stitches",Place Order With Logo,"Embroidery, up to 8000 Stitches",EM,21,21,BG227CM,The Bag Factory,148,Additional Stitches,0.35,G,0.28,50,40,20,4,9
1,37.99,22.8,C,,,,298,298,USD,0,22.8,149,149,Random Sample,Order Sample,"Embroidery, up to 8000 Stitches",RS,21,21,BG227CM,The Bag Factory,149,Drop Shipment Charge,8.5,G,6.8,,,,0,0
12,45.89,27.534,C,0.5,G,0.4,300,300,USD,36.99,22.194,150,150,See Price Method,Place Order With Logo,1 Color 1 Location,TP,22,22,BG227DGCM,The Bag Factory,150,Drop Shipment Charge,8.5,G,6.8,50,40,20,3,5
25,42.29,25.374,C,0.5,G,0.4,300,300,USD,36.99,22.194,150,150,See Price Method,Place Order With Logo,1 Color 1 Location,TP,22,22,BG227DGCM,The Bag Factory,150,Drop Shipment Charge,8.5,G,6.8,50,40,20,3,5
50,39.69,23.814,C,0.5,G,0.4,300,300,USD,36.99,22.194,150,150,See Price Method,Place Order With Logo,1 Color 1 Location,TP,22,22,BG227DGCM,The Bag Factory,150,Drop Shipment Charge,8.5,G,6.8,50,40,20,3,5
100,36.99,22.194,C,0.5,G,0.4,300,300,USD,36.99,22.194,150,150,See Price Method,Place Order With Logo,1 Color 1 Location,TP,22,22,BG227DGCM,The Bag Factory,150,Drop Shipment Charge,8.5,G,6.8,50,40,20,3,5
1,36.99,22.2,C,,,,302,302,USD,0,22.2,151,151,Random Sample,Order Sample,1 Color 1 Location,RS,22,22,BG227DGCM,The Bag Factory,151,Drop Shipment Charge,8.5,G,6.8,,,,0,0
12,50.39,30.234,C,,,,304,304,USD,41.49,24.894,152,152,See Price Method,Place Order With Logo,4 Color Process,TF,22,22,BG227DGCM,The Bag Factory,152,Drop Shipment Charge,8.5,G,6.8,50,40,20,0,0
25,46.79,28.074,C,,,,304,304,USD,41.49,24.894,152,152,See Price Method,Place Order With Logo,4 Color Process,TF,22,22,BG227DGCM,The Bag Factory,152,Drop Shipment Charge,8.5,G,6.8,50,40,20,0,0
50,44.19,26.514,C,,,,304,304,USD,41.49,24.894,152,152,See Price Method,Place Order With Logo,4 Color Process,TF,22,22,BG227DGCM,The Bag Factory,152,Drop Shipment Charge,8.5,G,6.8,50,40,20,0,0
100,41.49,24.894,C,,,,304,304,USD,41.49,24.894,152,152,See Price Method,Place Order With Logo,4 Color Process,TF,22,22,BG227DGCM,The Bag Factory,152,Drop Shipment Charge,8.5,G,6.8,50,40,20,0,0
1,41.49,24.9,C,,,,306,306,USD,0,24.9,153,153,Random Sample,Order Sample,4 Color Process,RS,22,22,BG227DGCM,The Bag Factory,153,Drop Shipment Charge,8.5,G,6.8,,,,0,0
12,50.89,30.534,C,,,,308,308,USD,41.99,25.194,154,154,See Price Method,Place Order With Logo,4 Color Process Dome,DM,22,22,BG227DGCM,The Bag Factory,154,Drop Shipment Charge,8.5,G,6.8,50,40,20,0,0
25,47.29,28.374,C,,,,308,308,USD,41.99,25.194,154,154,See Price Method,Place Order With Logo,4 Color Process Dome,DM,22,22,BG227DGCM,The Bag Factory,154,Drop Shipment Charge,8.5,G,6.8,50,40,20,0,0
50,44.69,26.814,C,,,,308,308,USD,41.99,25.194,154,154,See Price Method,Place Order With Logo,4 Color Process Dome,DM,22,22,BG227DGCM,The Bag Factory,154,Drop Shipment Charge,8.5,G,6.8,50,40,20,0,0
100,41.99,25.194,C,,,,308,308,USD,41.99,25.194,154,154,See Price Method,Place Order With Logo,4 Color Process Dome,DM,22,22,BG227DGCM,The Bag Factory,154,Drop Shipment Charge,8.5,G,6.8,50,40,20,0,0
1,41.99,25.2,C,,,,310,310,USD,0,25.2,155,155,Random Sample,Order Sample,4 Color Process Dome,RS,22,22,BG227DGCM,The Bag Factory,155,Drop Shipment Charge,8.5,G,6.8,,,,0,0
12,36.99,22.194,C,,,,312,312,USD,36.99,22.194,156,156,See Price Method,Order Without Logo,Blank,BL,22,22,BG227DGCM,The Bag Factory,156,Drop Shipment Charge,8.5,G,6.8,,,,0,
25,36.99,22.194,C,,,,312,312,USD,36.99,22.194,156,156,See Price Method,Order Without Logo,Blank,BL,22,22,BG227DGCM,The Bag Factory,156,Drop Shipment Charge,8.5,G,6.8,,,,0,
50,36.99,22.194,C,,,,312,312,USD,36.99,22.194,156,156,See Price Method,Order Without Logo,Blank,BL,22,22,BG227DGCM,The Bag Factory,156,Drop Shipment Charge,8.5,G,6.8,,,,0,
100,36.99,22.194,C,,,,312,312,USD,36.99,22.194,156,156,See Price Method,Order Without Logo,Blank,BL,22,22,BG227DGCM,The Bag Factory,156,Drop Shipment Charge,8.5,G,6.8,,,,0,
12,50.89,30.534,C,,,,314,314,USD,41.99,25.194,157,157,"Embroidered - Up to 8,000 Stitches",Place Order With Logo,"Embroidery, up to 8000 Stitches",EM,22,22,BG227DGCM,The Bag Factory,157,Additional Stitches,0.35,G,0.28,50,40,20,4,9
25,47.29,28.374,C,,,,314,314,USD,41.99,25.194,157,157,"Embroidered - Up to 8,000 Stitches",Place Order With Logo,"Embroidery, up to 8000 Stitches",EM,22,22,BG227DGCM,The Bag Factory,157,Additional Stitches,0.35,G,0.28,50,40,20,4,9
50,44.69,26.814,C,,,,314,314,USD,41.99,25.194,157,157,"Embroidered - Up to 8,000 Stitches",Place Order With Logo,"Embroidery, up to 8000 Stitches",EM,22,22,BG227DGCM,The Bag Factory,157,Additional Stitches,0.35,G,0.28,50,40,20,4,9
100,41.99,25.194,C,,,,314,314,USD,41.99,25.194,157,157,"Embroidered - Up to 8,000 Stitches",Place Order With Logo,"Embroidery, up to 8000 Stitches",EM,22,22,BG227DGCM,The Bag Factory,157,Additional Stitches,0.35,G,0.28,50,40,20,4,9
1,41.99,25.2,C,,,,316,316,USD,0,25.2,158,158,Random Sample,Order Sample,"Embroidery, up to 8000 Stitches",RS,22,22,BG227DGCM,The Bag Factory,158,Drop Shipment Charge,8.5,G,6.8,,,,0,0
10,66.79,40.074,C,0.5,G,0.4,318,318,USD,52.99,31.794,159,159,See Price Method,Place Order With Logo,1 Color 1 Location,TP,23,23,BG228,The Bag Factory,159,Drop Shipment Charge,8.5,G,6.8,50,40,20,3,5
25,61.29,36.774,C,0.5,G,0.4,318,318,USD,52.99,31.794,159,159,See Price Method,Place Order With Logo,1 Color 1 Location,TP,23,23,BG228,The Bag Factory,159,Drop Shipment Charge,8.5,G,6.8,50,40,20,3,5
50,57.29,34.374,C,0.5,G,0.4,318,318,USD,52.99,31.794,159,159,See Price Method,Place Order With Logo,1 Color 1 Location,TP,23,23,BG228,The Bag Factory,159,Drop Shipment Charge,8.5,G,6.8,50,40,20,3,5
100,52.99,31.794,C,0.5,G,0.4,318,318,USD,52.99,31.794,159,159,See Price Method,Place Order With Logo,1 Color 1 Location,TP,23,23,BG228,The Bag Factory,159,Drop Shipment Charge,8.5,G,6.8,50,40,20,3,5
1,52.99,31.8,C,,,,320,320,USD,0,31.8,160,160,Random Sample,Order Sample,1 Color 1 Location,RS,23,23,BG228,The Bag Factory,160,Drop Shipment Charge,8.5,G,6.8,,,,0,0
10,68.29,40.974,C,,,,322,322,USD,54.49,32.694,161,161,See Price Method,Place Order With Logo,4 Color Process,TF,23,23,BG228,The Bag Factory,161,Drop Shipment Charge,8.5,G,6.8,75,60,60,0,0
25,62.79,37.674,C,,,,322,322,USD,54.49,32.694,161,161,See Price Method,Place Order With Logo,4 Color Process,TF,23,23,BG228,The Bag Factory,161,Drop Shipment Charge,8.5,G,6.8,75,60,60,0,0
50,58.79,35.274,C,,,,322,322,USD,54.49,32.694,161,161,See Price Method,Place Order With Logo,4 Color Process,TF,23,23,BG228,The Bag Factory,161,Drop Shipment Charge,8.5,G,6.8,75,60,60,0,0
100,54.49,32.694,C,,,,322,322,USD,54.49,32.694,161,161,See Price Method,Place Order With Logo,4 Color Process,TF,23,23,BG228,The Bag Factory,161,Drop Shipment Charge,8.5,G,6.8,75,60,60,0,0
1,54.49,32.7,C,,,,324,324,USD,0,32.7,162,162,Random Sample,Order Sample,4 Color Process,RS,23,23,BG228,The Bag Factory,162,Drop Shipment Charge,8.5,G,6.8,,,,0,0
10,68.79,41.274,C,,,,326,326,USD,54.99,32.994,163,163,See Price Method,Place Order With Logo,4 Color Process Dome,DM,23,23,BG228,The Bag Factory,163,Drop Shipment Charge,8.5,G,6.8,50,40,40,0,0
25,63.29,37.974,C,,,,326,326,USD,54.99,32.994,163,163,See Price Method,Place Order With Logo,4 Color Process Dome,DM,23,23,BG228,The Bag Factory,163,Drop Shipment Charge,8.5,G,6.8,50,40,40,0,0
50,59.29,35.574,C,,,,326,326,USD,54.99,32.994,163,163,See Price Method,Place Order With Logo,4 Color Process Dome,DM,23,23,BG228,The Bag Factory,163,Drop Shipment Charge,8.5,G,6.8,50,40,40,0,0
100,54.99,32.994,C,,,,326,326,USD,54.99,32.994,163,163,See Price Method,Place Order With Logo,4 Color Process Dome,DM,23,23,BG228,The Bag Factory,163,Drop Shipment Charge,8.5,G,6.8,50,40,40,0,0
1,54.99,33,C,,,,328,328,USD,0,33,164,164,Random Sample,Order Sample,4 Color Process Dome,RS,23,23,BG228,The Bag Factory,164,Drop Shipment Charge,8.5,G,6.8,,,,0,0
10,52.99,31.794,C,,,,330,330,USD,52.99,31.794,165,165,See Price Method,Order Without Logo,Blank,BL,23,23,BG228,The Bag Factory,165,Drop Shipment Charge,8.5,G,6.8,,,,0,
25,52.99,31.794,C,,,,330,330,USD,52.99,31.794,165,165,See Price Method,Order Without Logo,Blank,BL,23,23,BG228,The Bag Factory,165,Drop Shipment Charge,8.5,G,6.8,,,,0,
50,52.99,31.794,C,,,,330,330,USD,52.99,31.794,165,165,See Price Method,Order Without Logo,Blank,BL,23,23,BG228,The Bag Factory,165,Drop Shipment Charge,8.5,G,6.8,,,,0,
100,52.99,31.794,C,,,,330,330,USD,52.99,31.794,165,165,See Price Method,Order Without Logo,Blank,BL,23,23,BG228,The Bag Factory,165,Drop Shipment Charge,8.5,G,6.8,,,,0,
10,68.79,41.274,C,,,,332,332,USD,54.99,32.994,166,166,"Embroidered - Up to 8,000 Stitches",Place Order With Logo,"Embroidery, up to 8000 Stitches",EM,23,23,BG228,The Bag Factory,166,Additional Stitches,0.35,G,0.28,50,40,20,4,9
25,63.29,37.974,C,,,,332,332,USD,54.99,32.994,166,166,"Embroidered - Up to 8,000 Stitches",Place Order With Logo,"Embroidery, up to 8000 Stitches",EM,23,23,BG228,The Bag Factory,166,Additional Stitches,0.35,G,0.28,50,40,20,4,9
50,59.29,35.574,C,,,,332,332,USD,54.99,32.994,166,166,"Embroidered - Up to 8,000 Stitches",Place Order With Logo,"Embroidery, up to 8000 Stitches",EM,23,23,BG228,The Bag Factory,166,Additional Stitches,0.35,G,0.28,50,40,20,4,9
100,54.99,32.994,C,,,,332,332,USD,54.99,32.994,166,166,"Embroidered - Up to 8,000 Stitches",Place Order With Logo,"Embroidery, up to 8000 Stitches",EM,23,23,BG228,The Bag Factory,166,Additional Stitches,0.35,G,0.28,50,40,20,4,9
1,54.99,33,C,,,,334,334,USD,0,33,167,167,Random Sample,Order Sample,"Embroidery, up to 8000 Stitches",RS,23,23,BG228,The Bag Factory,167,Drop Shipment Charge,8.5,G,6.8,,,,0,0
12,33.59,20.154,C,0.5,G,0.4,336,336,USD,26.59,15.954,168,168,See Price Method,Place Order With Logo,1 Color 1 Location,TP,24,24,BG230,The Bag Factory,168,Drop Shipment Charge,8.5,G,6.8,50,40,20,3,5
25,30.79,18.474,C,0.5,G,0.4,336,336,USD,26.59,15.954,168,168,See Price Method,Place Order With Logo,1 Color 1 Location,TP,24,24,BG230,The Bag Factory,168,Drop Shipment Charge,8.5,G,6.8,50,40,20,3,5
50,28.79,17.274,C,0.5,G,0.4,336,336,USD,26.59,15.954,168,168,See Price Method,Place Order With Logo,1 Color 1 Location,TP,24,24,BG230,The Bag Factory,168,Drop Shipment Charge,8.5,G,6.8,50,40,20,3,5
100,26.59,15.954,C,0.5,G,0.4,336,336,USD,26.59,15.954,168,168,See Price Method,Place Order With Logo,1 Color 1 Location,TP,24,24,BG230,The Bag Factory,168,Drop Shipment Charge,8.5,G,6.8,50,40,20,3,5
1,26.59,15.96,C,,,,338,338,USD,0,15.96,169,169,Random Sample,Order Sample,1 Color 1 Location,RS,24,24,BG230,The Bag Factory,169,Drop Shipment Charge,8.5,G,6.8,,,,0,0
12,35.09,21.054,C,,,,340,340,USD,28.09,16.854,170,170,See Price Method,Place Order With Logo,4 Color Process,T4,24,24,BG230,The Bag Factory,170,Drop Shipment Charge,8.5,G,6.8,75,60,60,0,0
25,32.29,19.374,C,,,,340,340,USD,28.09,16.854,170,170,See Price Method,Place Order With Logo,4 Color Process,T4,24,24,BG230,The Bag Factory,170,Drop Shipment Charge,8.5,G,6.8,75,60,60,0,0
50,30.29,18.174,C,,,,340,340,USD,28.09,16.854,170,170,See Price Method,Place Order With Logo,4 Color Process,T4,24,24,BG230,The Bag Factory,170,Drop Shipment Charge,8.5,G,6.8,75,60,60,0,0
100,28.09,16.854,C,,,,340,340,USD,28.09,16.854,170,170,See Price Method,Place Order With Logo,4 Color Process,T4,24,24,BG230,The Bag Factory,170,Drop Shipment Charge,8.5,G,6.8,75,60,60,0,0
1,28.09,16.86,C,,,,342,342,USD,0,16.86,171,171,Random Sample,Order Sample,4 Color Process,RS,24,24,BG230,The Bag Factory,171,Drop Shipment Charge,8.5,G,6.8,,,,0,0
12,35.59,21.354,C,,,,344,344,USD,28.59,17.154,172,172,See Price Method,Place Order With Logo,4 Color Process Dome,DM,24,24,BG230,The Bag Factory,172,Drop Shipment Charge,8.5,G,6.8,50,40,20,0,0
25,32.79,19.674,C,,,,344,344,USD,28.59,17.154,172,172,See Price Method,Place Order With Logo,4 Color Process Dome,DM,24,24,BG230,The Bag Factory,172,Drop Shipment Charge,8.5,G,6.8,50,40,20,0,0
