QuantityBreak,CatalogPrice,StandardNetPrice,DiscountCode,AddColorPrice,AddColorDiscountCode,AddColorNetPrice,Quantities_Id,Price_Id,CurrencyCode,AsLowAsCatalog,AsLowAsNet,Prices_Id,DecorationMethod_Id,PrintMethod,Select an Option Below,PriceMethod,PricingKey,DecorationMethods_Id,Product_Id,ItemNumber,BrandName,AdditionalCharges_Id,AdditionalChargeItemDescription,AdditionalChargeCatalogPrice,AdditionalChargeDiscountCode,AdditionalChargeNetPrice,SetupChargeCatalogPrice,NetSetupCharge,NetRepeatSetupCharge,MaxNumSpotColors,MaximumColorsAllowed
250,23.19,13.914,C,,,,612,612,USD,23.19,13.914,306,306,See Price Method,Place Order With Logo,4 Color Process Dome,DM,44,44,BG296,The Bag Factory,306,Drop Shipment Charge,8.5,G,6.8,50,40,20,0,0
1,23.19,13.92,C,,,,614,614,USD,0,13.92,307,307,Random Sample,Order Sample,4 Color Process Dome,RS,44,44,BG296,The Bag Factory,307,Drop Shipment Charge,8.5,G,6.8,,,,0,0
25,21.19,12.714,C,,,,616,616,USD,21.19,12.714,308,308,See Price Method,Order Without Logo,Blank,BL,44,44,BG296,The Bag Factory,308,Drop Shipment Charge,8.5,G,6.8,,,,0,
50,21.19,12.714,C,,,,616,616,USD,21.19,12.714,308,308,See Price Method,Order Without Logo,Blank,BL,44,44,BG296,The Bag Factory,308,Drop Shipment Charge,8.5,G,6.8,,,,0,
100,21.19,12.714,C,,,,616,616,USD,21.19,12.714,308,308,See Price Method,Order Without Logo,Blank,BL,44,44,BG296,The Bag Factory,308,Drop Shipment Charge,8.5,G,6.8,,,,0,
250,21.19,12.714,C,,,,616,616,USD,21.19,12.714,308,308,See Price Method,Order Without Logo,Blank,BL,44,44,BG296,The Bag Factory,308,Drop Shipment Charge,8.5,G,6.8,,,,0,
25,29.69,17.814,C,0.5,G,0.4,618,618,USD,24.19,14.514,309,309,See Price Method,Place Order With Logo,1 Color 1 Location,TP,45,45,BG296DGCM,The Bag Factory,309,Drop Shipment Charge,8.5,G,6.8,50,40,20,3,5
50,27.49,16.494,C,0.5,G,0.4,618,618,USD,24.19,14.514,309,309,See Price Method,Place Order With Logo,1 Color 1 Location,TP,45,45,BG296DGCM,The Bag Factory,309,Drop Shipment Charge,8.5,G,6.8,50,40,20,3,5
100,25.89,15.534,C,0.5,G,0.4,618,618,USD,24.19,14.514,309,309,See Price Method,Place Order With Logo,1 Color 1 Location,TP,45,45,BG296DGCM,The Bag Factory,309,Drop Shipment Charge,8.5,G,6.8,50,40,20,3,5
250,24.19,14.514,C,0.5,G,0.4,618,618,USD,24.19,14.514,309,309,See Price Method,Place Order With Logo,1 Color 1 Location,TP,45,45,BG296DGCM,The Bag Factory,309,Drop Shipment Charge,8.5,G,6.8,50,40,20,3,5
1,24.19,14.52,C,,,,620,620,USD,0,14.52,310,310,Random Sample,Order Sample,1 Color 1 Location,RS,45,45,BG296DGCM,The Bag Factory,310,Drop Shipment Charge,8.5,G,6.8,,,,0,0
25,34.19,20.514,C,,,,622,622,USD,28.69,17.214,311,311,See Price Method,Place Order With Logo,4 Color Process,T4,45,45,BG296DGCM,The Bag Factory,311,Drop Shipment Charge,8.5,G,6.8,75,60,60,0,0
50,31.99,19.194,C,,,,622,622,USD,28.69,17.214,311,311,See Price Method,Place Order With Logo,4 Color Process,T4,45,45,BG296DGCM,The Bag Factory,311,Drop Shipment Charge,8.5,G,6.8,75,60,60,0,0
100,30.39,18.234,C,,,,622,622,USD,28.69,17.214,311,311,See Price Method,Place Order With Logo,4 Color Process,T4,45,45,BG296DGCM,The Bag Factory,311,Drop Shipment Charge,8.5,G,6.8,75,60,60,0,0
250,28.69,17.214,C,,,,622,622,USD,28.69,17.214,311,311,See Price Method,Place Order With Logo,4 Color Process,T4,45,45,BG296DGCM,The Bag Factory,311,Drop Shipment Charge,8.5,G,6.8,75,60,60,0,0
1,28.69,17.22,C,,,,624,624,USD,0,17.22,312,312,Random Sample,Order Sample,4 Color Process,RS,45,45,BG296DGCM,The Bag Factory,312,Drop Shipment Charge,8.5,G,6.8,,,,0,0
25,34.69,20.814,C,,,,626,626,USD,29.19,17.514,313,313,See Price Method,Place Order With Logo,4 Color Process Dome,DM,45,45,BG296DGCM,The Bag Factory,313,Drop Shipment Charge,8.5,G,6.8,50,40,20,0,0
50,32.49,19.494,C,,,,626,626,USD,29.19,17.514,313,313,See Price Method,Place Order With Logo,4 Color Process Dome,DM,45,45,BG296DGCM,The Bag Factory,313,Drop Shipment Charge,8.5,G,6.8,50,40,20,0,0
100,30.89,18.534,C,,,,626,626,USD,29.19,17.514,313,313,See Price Method,Place Order With Logo,4 Color Process Dome,DM,45,45,BG296DGCM,The Bag Factory,313,Drop Shipment Charge,8.5,G,6.8,50,40,20,0,0
250,29.19,17.514,C,,,,626,626,USD,29.19,17.514,313,313,See Price Method,Place Order With Logo,4 Color Process Dome,DM,45,45,BG296DGCM,The Bag Factory,313,Drop Shipment Charge,8.5,G,6.8,50,40,20,0,0
1,29.19,17.52,C,,,,628,628,USD,0,17.52,314,314,Random Sample,Order Sample,4 Color Process Dome,RS,45,45,BG296DGCM,The Bag Factory,314,Drop Shipment Charge,8.5,G,6.8,,,,0,0
25,24.19,14.514,C,,,,630,630,USD,24.19,14.514,315,315,See Price Method,Order Without Logo,Blank,BL,45,45,BG296DGCM,The Bag Factory,315,Drop Shipment Charge,8.5,G,6.8,,,,0,
50,24.19,14.514,C,,,,630,630,USD,24.19,14.514,315,315,See Price Method,Order Without Logo,Blank,BL,45,45,BG296DGCM,The Bag Factory,315,Drop Shipment Charge,8.5,G,6.8,,,,0,
100,24.19,14.514,C,,,,630,630,USD,24.19,14.514,315,315,See Price Method,Order Without Logo,Blank,BL,45,45,BG296DGCM,The Bag Factory,315,Drop Shipment Charge,8.5,G,6.8,,,,0,
250,24.19,14.514,C,,,,630,630,USD,24.19,14.514,315,315,See Price Method,Order Without Logo,Blank,BL,45,45,BG296DGCM,The Bag Factory,315,Drop Shipment Charge,8.5,G,6.8,,,,0,
12,26.49,15.894,C,0.5,G,0.4,632,632,USD,20.99,12.594,316,316,See Price Method,Place Order With Logo,1 Color 1 Location,TP,46,46,BG300,The Bag Factory,316,Drop Shipment Charge,8.5,G,6.8,50,40,20,3,5
25,24.29,14.574,C,0.5,G,0.4,632,632,USD,20.99,12.594,316,316,See Price Method,Place Order With Logo,1 Color 1 Location,TP,46,46,BG300,The Bag Factory,316,Drop Shipment Charge,8.5,G,6.8,50,40,20,3,5
50,22.69,13.614,C,0.5,G,0.4,632,632,USD,20.99,12.594,316,316,See Price Method,Place Order With Logo,1 Color 1 Location,TP,46,46,BG300,The Bag Factory,316,Drop Shipment Charge,8.5,G,6.8,50,40,20,3,5
100,20.99,12.594,C,0.5,G,0.4,632,632,USD,20.99,12.594,316,316,See Price Method,Place Order With Logo,1 Color 1 Location,TP,46,46,BG300,The Bag Factory,316,Drop Shipment Charge,8.5,G,6.8,50,40,20,3,5
1,20.99,12.6,C,,,,634,634,USD,0,12.6,317,317,Random Sample,Order Sample,1 Color 1 Location,RS,46,46,BG300,The Bag Factory,317,Drop Shipment Charge,8.5,G,6.8,,,,0,0
12,27.99,16.794,C,,,,636,636,USD,22.49,13.494,318,318,See Price Method,Place Order With Logo,4 Color Process,T4,46,46,BG300,The Bag Factory,318,Drop Shipment Charge,8.5,G,6.8,75,60,60,0,0
25,25.79,15.474,C,,,,636,636,USD,22.49,13.494,318,318,See Price Method,Place Order With Logo,4 Color Process,T4,46,46,BG300,The Bag Factory,318,Drop Shipment Charge,8.5,G,6.8,75,60,60,0,0
50,24.19,14.514,C,,,,636,636,USD,22.49,13.494,318,318,See Price Method,Place Order With Logo,4 Color Process,T4,46,46,BG300,The Bag Factory,318,Drop Shipment Charge,8.5,G,6.8,75,60,60,0,0
100,22.49,13.494,C,,,,636,636,USD,22.49,13.494,318,318,See Price Method,Place Order With Logo,4 Color Process,T4,46,46,BG300,The Bag Factory,318,Drop Shipment Charge,8.5,G,6.8,75,60,60,0,0
1,22.49,13.5,C,,,,638,638,USD,0,13.5,319,319,Random Sample,Order Sample,4 Color Process,RS,46,46,BG300,The Bag Factory,319,Drop Shipment Charge,8.5,G,6.8,,,,0,0
12,20.99,12.594,C,,,,640,640,USD,20.99,12.594,320,320,See Price Method,Order Without Logo,Blank,BL,46,46,BG300,The Bag Factory,320,Drop Shipment Charge,8.5,G,6.8,,,,0,
25,20.99,12.594,C,,,,640,640,USD,20.99,12.594,320,320,See Price Method,Order Without Logo,Blank,BL,46,46,BG300,The Bag Factory,320,Drop Shipment Charge,8.5,G,6.8,,,,0,
50,20.99,12.594,C,,,,640,640,USD,20.99,12.594,320,320,See Price Method,Order Without Logo,Blank,BL,46,46,BG300,The Bag Factory,320,Drop Shipment Charge,8.5,G,6.8,,,,0,
100,20.99,12.594,C,,,,640,640,USD,20.99,12.594,320,320,See Price Method,Order Without Logo,Blank,BL,46,46,BG300,The Bag Factory,320,Drop Shipment Charge,8.5,G,6.8,,,,0,
12,40.39,24.234,C,0.5,G,0.4,642,642,USD,31.99,19.194,321,321,See Price Method,Place Order With Logo,1 Color 1 Location,TP,47,47,BG301,The Bag Factory,321,Drop Shipment Charge,8.5,G,6.8,50,40,20,3,5
25,36.99,22.194,C,0.5,G,0.4,642,642,USD,31.99,19.194,321,321,See Price Method,Place Order With Logo,1 Color 1 Location,TP,47,47,BG301,The Bag Factory,321,Drop Shipment Charge,8.5,G,6.8,50,40,20,3,5
50,34.59,20.754,C,0.5,G,0.4,642,642,USD,31.99,19.194,321,321,See Price Method,Place Order With Logo,1 Color 1 Location,TP,47,47,BG301,The Bag Factory,321,Drop Shipment Charge,8.5,G,6.8,50,40,20,3,5
100,31.99,19.194,C,0.5,G,0.4,642,642,USD,31.99,19.194,321,321,See Price Method,Place Order With Logo,1 Color 1 Location,TP,47,47,BG301,The Bag Factory,321,Drop Shipment Charge,8.5,G,6.8,50,40,20,3,5
1,31.99,19.2,C,,,,644,644,USD,0,19.2,322,322,Random Sample,Order Sample,1 Color 1 Location,RS,47,47,BG301,The Bag Factory,322,Drop Shipment Charge,8.5,G,6.8,,,,0,0
12,41.89,25.134,C,,,,646,646,USD,33.49,20.094,323,323,See Price Method,Place Order With Logo,4 Color Process,T4,47,47,BG301,The Bag Factory,323,Drop Shipment Charge,8.5,G,6.8,75,60,60,0,0
25,38.49,23.094,C,,,,646,646,USD,33.49,20.094,323,323,See Price Method,Place Order With Logo,4 Color Process,T4,47,47,BG301,The Bag Factory,323,Drop Shipment Charge,8.5,G,6.8,75,60,60,0,0
50,36.09,21.654,C,,,,646,646,USD,33.49,20.094,323,323,See Price Method,Place Order With Logo,4 Color Process,T4,47,47,BG301,The Bag Factory,323,Drop Shipment Charge,8.5,G,6.8,75,60,60,0,0
100,33.49,20.094,C,,,,646,646,USD,33.49,20.094,323,323,See Price Method,Place Order With Logo,4 Color Process,T4,47,47,BG301,The Bag Factory,323,Drop Shipment Charge,8.5,G,6.8,75,60,60,0,0
1,33.49,20.1,C,,,,648,648,USD,0,20.1,324,324,Random Sample,Order Sample,4 Color Process,RS,47,47,BG301,The Bag Factory,324,Drop Shipment Charge,8.5,G,6.8,,,,0,0
12,42.39,25.434,C,,,,650,650,USD,33.99,20.394,325,325,See Price Method,Place Order With Logo,4 Color Process Dome,DM,47,47,BG301,The Bag Factory,325,Drop Shipment Charge,8.5,G,6.8,50,40,20,0,0
25,38.99,23.394,C,,,,650,650,USD,33.99,20.394,325,325,See Price Method,Place Order With Logo,4 Color Process Dome,DM,47,47,BG301,The Bag Factory,325,Drop Shipment Charge,8.5,G,6.8,50,40,20,0,0
50,36.59,21.954,C,,,,650,650,USD,33.99,20.394,325,325,See Price Method,Place Order With Logo,4 Color Process Dome,DM,47,47,BG301,The Bag Factory,325,Drop Shipment Charge,8.5,G,6.8,50,40,20,0,0
100,33.99,20.394,C,,,,650,650,USD,33.99,20.394,325,325,See Price Method,Place Order With Logo,4 Color Process Dome,DM,47,47,BG301,The Bag Factory,325,Drop Shipment Charge,8.5,G,6.8,50,40,20,0,0
1,33.99,20.4,C,,,,652,652,USD,0,20.4,326,326,Random Sample,Order Sample,4 Color Process Dome,RS,47,47,BG301,The Bag Factory,326,Drop Shipment Charge,8.5,G,6.8,,,,0,0
12,31.99,19.194,C,,,,654,654,USD,31.99,19.194,327,327,See Price Method,Order Without Logo,Blank,BL,47,47,BG301,The Bag Factory,327,Drop Shipment Charge,8.5,G,6.8,,,,0,
25,31.99,19.194,C,,,,654,654,USD,31.99,19.194,327,327,See Price Method,Order Without Logo,Blank,BL,47,47,BG301,The Bag Factory,327,Drop Shipment Charge,8.5,G,6.8,,,,0,
50,31.99,19.194,C,,,,654,654,USD,31.99,19.194,327,327,See Price Method,Order Without Logo,Blank,BL,47,47,BG301,The Bag Factory,327,Drop Shipment Charge,8.5,G,6.8,,,,0,
100,31.99,19.194,C,,,,654,654,USD,31.99,19.194,327,327,See Price Method,Order Without Logo,Blank,BL,47,47,BG301,The Bag Factory,327,Drop Shipment Charge,8.5,G,6.8,,,,0,
12,42.39,25.434,C,,,,656,656,USD,33.99,20.394,328,328,"Embroidered - Up to 8,000 Stitches",Place Order With Logo,"Embroidery, up to 8000 Stitches",EM,47,47,BG301,The Bag Factory,328,Additional Stitches,0.35,G,0.28,50,40,20,4,9
25,38.99,23.394,C,,,,656,656,USD,33.99,20.394,328,328,"Embroidered - Up to 8,000 Stitches",Place Order With Logo,"Embroidery, up to 8000 Stitches",EM,47,47,BG301,The Bag Factory,328,Additional Stitches,0.35,G,0.28,50,40,20,4,9
50,36.59,21.954,C,,,,656,656,USD,33.99,20.394,328,328,"Embroidered - Up to 8,000 Stitches",Place Order With Logo,"Embroidery, up to 8000 Stitches",EM,47,47,BG301,The Bag Factory,328,Additional Stitches,0.35,G,0.28,50,40,20,4,9
100,33.99,20.394,C,,,,656,656,USD,33.99,20.394,328,328,"Embroidered - Up to 8,000 Stitches",Place Order With Logo,"Embroidery, up to 8000 Stitches",EM,47,47,BG301,The Bag Factory,328,Additional Stitches,0.35,G,0.28,50,40,20,4,9
1,33.99,20.4,C,,,,658,658,USD,0,20.4,329,329,Random Sample,Order Sample,"Embroidery, up to 8000 Stitches",RS,47,47,BG301,The Bag Factory,329,Drop Shipment Charge,8.5,G,6.8,,,,0,0
12,31.478,18.887,C,0.5,G,0.4,660,660,USD,24.99,14.994,330,330,See Price Method,Place Order With Logo,1 Color 1 Location,TP,48,48,BG302,The Bag Factory,330,Drop Shipment Charge,8.5,G,6.8,50,40,0,3,5
25,28.878,17.327,C,0.5,G,0.4,660,660,USD,24.99,14.994,330,330,See Price Method,Place Order With Logo,1 Color 1 Location,TP,48,48,BG302,The Bag Factory,330,Drop Shipment Charge,8.5,G,6.8,50,40,0,3,5
50,26.989,16.193,C,0.5,G,0.4,660,660,USD,24.99,14.994,330,330,See Price Method,Place Order With Logo,1 Color 1 Location,TP,48,48,BG302,The Bag Factory,330,Drop Shipment Charge,8.5,G,6.8,50,40,0,3,5
100,24.99,14.994,C,0.5,G,0.4,660,660,USD,24.99,14.994,330,330,See Price Method,Place Order With Logo,1 Color 1 Location,TP,48,48,BG302,The Bag Factory,330,Drop Shipment Charge,8.5,G,6.8,50,40,0,3,5
1,24.99,15,C,,,,662,662,USD,0,15,331,331,Random Sample,Order Sample,1 Color 1 Location,RS,48,48,BG302,The Bag Factory,331,Drop Shipment Charge,8.5,G,6.8,,,,0,0
12,32.978,19.787,C,,,,664,664,USD,26.49,15.894,332,332,See Price Method,Place Order With Logo,4 Color Process,T4,48,48,BG302,The Bag Factory,332,Drop Shipment Charge,8.5,G,6.8,75,60,60,0,0
25,30.378,18.227,C,,,,664,664,USD,26.49,15.894,332,332,See Price Method,Place Order With Logo,4 Color Process,T4,48,48,BG302,The Bag Factory,332,Drop Shipment Charge,8.5,G,6.8,75,60,60,0,0
50,28.489,17.093,C,,,,664,664,USD,26.49,15.894,332,332,See Price Method,Place Order With Logo,4 Color Process,T4,48,48,BG302,The Bag Factory,332,Drop Shipment Charge,8.5,G,6.8,75,60,60,0,0
100,26.49,15.894,C,,,,664,664,USD,26.49,15.894,332,332,See Price Method,Place Order With Logo,4 Color Process,T4,48,48,BG302,The Bag Factory,332,Drop Shipment Charge,8.5,G,6.8,75,60,60,0,0
1,26.49,15.9,C,,,,666,666,USD,0,15.9,333,333,Random Sample,Order Sample,4 Color Process,RS,48,48,BG302,The Bag Factory,333,Drop Shipment Charge,8.5,G,6.8,,,,0,0
12,24.99,14.994,C,,,,668,668,USD,24.99,14.994,334,334,See Price Method,Order Without Logo,Blank,BL,48,48,BG302,The Bag Factory,334,Drop Shipment Charge,8.5,G,6.8,,,,0,
25,24.99,14.994,C,,,,668,668,USD,24.99,14.994,334,334,See Price Method,Order Without Logo,Blank,BL,48,48,BG302,The Bag Factory,334,Drop Shipment Charge,8.5,G,6.8,,,,0,
50,24.99,14.994,C,,,,668,668,USD,24.99,14.994,334,334,See Price Method,Order Without Logo,Blank,BL,48,48,BG302,The Bag Factory,334,Drop Shipment Charge,8.5,G,6.8,,,,0,
100,24.99,14.994,C,,,,668,668,USD,24.99,14.994,334,334,See Price Method,Order Without Logo,Blank,BL,48,48,BG302,The Bag Factory,334,Drop Shipment Charge,8.5,G,6.8,,,,0,
12,33.478,20.087,C,,,,670,670,USD,26.99,16.194,335,335,"Embroidered - Up to 8,000 Stitches",Place Order With Logo,"Embroidery, up to 8000 Stitches",EM,48,48,BG302,The Bag Factory,335,Additional Stitches,0.35,G,0.28,50,40,20,4,9
25,30.878,18.527,C,,,,670,670,USD,26.99,16.194,335,335,"Embroidered - Up to 8,000 Stitches",Place Order With Logo,"Embroidery, up to 8000 Stitches",EM,48,48,BG302,The Bag Factory,335,Additional Stitches,0.35,G,0.28,50,40,20,4,9
50,28.989,17.393,C,,,,670,670,USD,26.99,16.194,335,335,"Embroidered - Up to 8,000 Stitches",Place Order With Logo,"Embroidery, up to 8000 Stitches",EM,48,48,BG302,The Bag Factory,335,Additional Stitches,0.35,G,0.28,50,40,20,4,9
100,26.99,16.194,C,,,,670,670,USD,26.99,16.194,335,335,"Embroidered - Up to 8,000 Stitches",Place Order With Logo,"Embroidery, up to 8000 Stitches",EM,48,48,BG302,The Bag Factory,335,Additional Stitches,0.35,G,0.28,50,40,20,4,9
1,26.99,16.2,C,,,,672,672,USD,0,16.2,336,336,Random Sample,Order Sample,"Embroidery, up to 8000 Stitches",RS,48,48,BG302,The Bag Factory,336,Drop Shipment Charge,8.5,G,6.8,,,,0,0
10,45.99,27.594,C,0.5,G,0.4,674,674,USD,45.99,27.594,337,337,See Price Method,Place Order With Logo,1 Color 1 Location,TP,49,49,BG305,The Bag Factory,337,Drop Shipment Charge,8.5,G,6.8,50,40,0,3,5
25,45.99,27.594,C,0.5,G,0.4,674,674,USD,45.99,27.594,337,337,See Price Method,Place Order With Logo,1 Color 1 Location,TP,49,49,BG305,The Bag Factory,337,Drop Shipment Charge,8.5,G,6.8,50,40,0,3,5
50,45.99,27.594,C,0.5,G,0.4,674,674,USD,45.99,27.594,337,337,See Price Method,Place Order With Logo,1 Color 1 Location,TP,49,49,BG305,The Bag Factory,337,Drop Shipment Charge,8.5,G,6.8,50,40,0,3,5
100,45.99,27.594,C,0.5,G,0.4,674,674,USD,45.99,27.594,337,337,See Price Method,Place Order With Logo,1 Color 1 Location,TP,49,49,BG305,The Bag Factory,337,Drop Shipment Charge,8.5,G,6.8,50,40,0,3,5
1,45.99,27.6,C,,,,676,676,USD,0,27.6,338,338,Random Sample,Order Sample,1 Color 1 Location,RS,49,49,BG305,The Bag Factory,338,Drop Shipment Charge,8.5,G,6.8,,,,0,0
10,56.49,33.894,C,,,,678,678,USD,47.49,28.494,339,339,See Price Method,Place Order With Logo,4 Color Process,T4,49,49,BG305,The Bag Factory,339,Drop Shipment Charge,8.5,G,6.8,75,60,60,0,0
25,54.49,32.694,C,,,,678,678,USD,47.49,28.494,339,339,See Price Method,Place Order With Logo,4 Color Process,T4,49,49,BG305,The Bag Factory,339,Drop Shipment Charge,8.5,G,6.8,75,60,60,0,0
50,50.49,30.294,C,,,,678,678,USD,47.49,28.494,339,339,See Price Method,Place Order With Logo,4 Color Process,T4,49,49,BG305,The Bag Factory,339,Drop Shipment Charge,8.5,G,6.8,75,60,60,0,0
100,47.49,28.494,C,,,,678,678,USD,47.49,28.494,339,339,See Price Method,Place Order With Logo,4 Color Process,T4,49,49,BG305,The Bag Factory,339,Drop Shipment Charge,8.5,G,6.8,75,60,60,0,0
1,47.49,28.5,C,,,,680,680,USD,0,28.5,340,340,Random Sample,Order Sample,4 Color Process,RS,49,49,BG305,The Bag Factory,340,Drop Shipment Charge,8.5,G,6.8,,,,0,0
10,45.99,27.594,C,,,,682,682,USD,45.99,27.594,341,341,See Price Method,Order Without Logo,Blank,BL,49,49,BG305,The Bag Factory,341,Drop Shipment Charge,8.5,G,6.8,,,,0,
25,45.99,27.594,C,,,,682,682,USD,45.99,27.594,341,341,See Price Method,Order Without Logo,Blank,BL,49,49,BG305,The Bag Factory,341,Drop Shipment Charge,8.5,G,6.8,,,,0,
50,45.99,27.594,C,,,,682,682,USD,45.99,27.594,341,341,See Price Method,Order Without Logo,Blank,BL,49,49,BG305,The Bag Factory,341,Drop Shipment Charge,8.5,G,6.8,,,,0,
100,45.99,27.594,C,,,,682,682,USD,45.99,27.594,341,341,See Price Method,Order Without Logo,Blank,BL,49,49,BG305,The Bag Factory,341,Drop Shipment Charge,8.5,G,6.8,,,,0,
10,58.09,34.854,C,,,,684,684,USD,49.39,29.634,342,342,"Embroidered - Up to 8,000 Stitches",Place Order With Logo,"Embroidery, up to 8000 Stitches",EM,49,49,BG305,The Bag Factory,342,Additional Stitches,0.35,G,0.28,50,40,20,4,9
25,54.29,32.574,C,,,,684,684,USD,49.39,29.634,342,342,"Embroidered - Up to 8,000 Stitches",Place Order With Logo,"Embroidery, up to 8000 Stitches",EM,49,49,BG305,The Bag Factory,342,Additional Stitches,0.35,G,0.28,50,40,20,4,9
50,50.69,30.414,C,,,,684,684,USD,49.39,29.634,342,342,"Embroidered - Up to 8,000 Stitches",Place Order With Logo,"Embroidery, up to 8000 Stitches",EM,49,49,BG305,The Bag Factory,342,Additional Stitches,0.35,G,0.28,50,40,20,4,9
100,49.39,29.634,C,,,,684,684,USD,49.39,29.634,342,342,"Embroidered - Up to 8,000 Stitches",Place Order With Logo,"Embroidery, up to 8000 Stitches",EM,49,49,BG305,The Bag Factory,342,Additional Stitches,0.35,G,0.28,50,40,20,4,9
1,49.39,29.64,C,,,,686,686,USD,0,29.64,343,343,Random Sample,Order Sample,"Embroidery, up to 8000 Stitches",RS,49,49,BG305,The Bag Factory,343,Drop Shipment Charge,8.5,G,6.8,,,,0,0
