"ItemNumber","BrandName","PriceMethod","PricingKey","AdditionalChargeItemDescriptin","AdditionalChargeCatalogPrice","AdditionalChargeNetPrice","AdditionalChargeDiscountCode","dropshipchg","handlingfee3rdparty","less_than_minimum_qty","dropshipnetchg","handlingfee3rdpartynetchg","less_than_minimum_qty_netchg","additional_stitches_catalog_price_em","digitizing_fee_catalog_price_em","personalization_catalog_price_em","swatchproof_catalog_price_em","additional_stitches_net_price_em","digitizing_fee_net_price_em","personalization_net_price_em","swatchproof_net_price_em","setupchargecatalogprice_tp","setupchargecatalogprice_t4","setupchargecatalogprice_em","setupchargecatalogprice_db","setupchargecatalogprice_dm","setupchargecatalogprice_cg","netsetupcharge_tp","netsetupcharge_t4","netsetupcharge_em","netsetupcharge_dm","netsetupcharge_cg","netsetupcharge_db","setupchargedescription_tp","setupchargedescription_t4","setupchargedescription_em","setupchargedescription_dm","setupchargedescription_cg","minimumorderquantity_tp","minimumorderquantity_t4","minimumorderquantity_em","minimumorderquantity_cg","minimumorderquantity_rs","minimumorderquantity_bl","minimumorderquantity_dm","minimumorderquantity_db"
"BG230","The Bag Factory","4 Color Process Dome","DM","Handling Fee- 3rd Party Shipping","12.5","10","G",,"12.5",,,"10",,,,,,,,,,,,,,"50",,,,,"40",,,,,,"Set up charge is $50(G) per imprint color excluding embroidery and Debossing. For embroidery, where digitized artwork is not provided, there is a digitizing fee of $125.00(H). Set up charge for Debossing is $75 (G). All set up charges are waived on exact ",,,,,,,,"6",
"BG230","The Bag Factory","4 Color Process Dome","DM","Less than Minimum Qty Chg","50","40","G",,,"50",,,"40",,,,,,,,,,,,,"50",,,,,"40",,,,,,"Set up charge is $50(G) per imprint color excluding embroidery and Debossing. For embroidery, where digitized artwork is not provided, there is a digitizing fee of $125.00(H). Set up charge for Debossing is $75 (G). All set up charges are waived on exact ",,,,,,,,"6",
"BG231","The Bag Factory","1 Color 1 Location","TP","Repeat Setup","25","20","G",,,,,,,,,,,,,,,"50",,,,,,"40",,,,,,"Set up charge is $50(G) per imprint color excluding embroidery and Debossing. For embroidery, where digitized artwork is not provided, there is a digitizing fee of $125.00(H). Set up charge for Debossing is $75 (G). All set up charges are waived on exact ",,,,,"13",,,,,,,
"BG231","The Bag Factory","1 Color 1 Location","TP","Drop Shipment Charge","8.5","6.8","G","8.5",,,"6.8",,,,,,,,,,,"50",,,,,,"40",,,,,,"Set up charge is $50(G) per imprint color excluding embroidery and Debossing. For embroidery, where digitized artwork is not provided, there is a digitizing fee of $125.00(H). Set up charge for Debossing is $75 (G). All set up charges are waived on exact ",,,,,"13",,,,,,,
"BG231","The Bag Factory","1 Color 1 Location","TP","Handling Fee- 3rd Party Shipping","12.5","10","G",,"12.5",,,"10",,,,,,,,,,"50",,,,,,"40",,,,,,"Set up charge is $50(G) per imprint color excluding embroidery and Debossing. For embroidery, where digitized artwork is not provided, there is a digitizing fee of $125.00(H). Set up charge for Debossing is $75 (G). All set up charges are waived on exact ",,,,,"13",,,,,,,
"BG231","The Bag Factory","1 Color 1 Location","TP","Less than Minimum Qty Chg","50","40","G",,,"50",,,"40",,,,,,,,,"50",,,,,,"40",,,,,,"Set up charge is $50(G) per imprint color excluding embroidery and Debossing. For embroidery, where digitized artwork is not provided, there is a digitizing fee of $125.00(H). Set up charge for Debossing is $75 (G). All set up charges are waived on exact ",,,,,"13",,,,,,,
"BG231","The Bag Factory","4 Color Process","T4","Repeat Setup","75","60","G",,,,,,,,,,,,,,,,"75",,,,,,"60",,,,,,"Set up charge is $50(G) per imprint color excluding embroidery and Debossing. For embroidery, where digitized artwork is not provided, there is a digitizing fee of $125.00(H). Set up charge for Debossing is $75 (G). All set up charges are waived on exact ",,,,,"13",,,,,,
"BG231","The Bag Factory","4 Color Process","T4","Drop Shipment Charge","8.5","6.8","G","8.5",,,"6.8",,,,,,,,,,,,"75",,,,,,"60",,,,,,"Set up charge is $50(G) per imprint color excluding embroidery and Debossing. For embroidery, where digitized artwork is not provided, there is a digitizing fee of $125.00(H). Set up charge for Debossing is $75 (G). All set up charges are waived on exact ",,,,,"13",,,,,,
"BG231","The Bag Factory","4 Color Process","T4","Handling Fee- 3rd Party Shipping","12.5","10","G",,"12.5",,,"10",,,,,,,,,,,"75",,,,,,"60",,,,,,"Set up charge is $50(G) per imprint color excluding embroidery and Debossing. For embroidery, where digitized artwork is not provided, there is a digitizing fee of $125.00(H). Set up charge for Debossing is $75 (G). All set up charges are waived on exact ",,,,,"13",,,,,,
"BG231","The Bag Factory","4 Color Process","T4","Less than Minimum Qty Chg","50","40","G",,,"50",,,"40",,,,,,,,,,"75",,,,,,"60",,,,,,"Set up charge is $50(G) per imprint color excluding embroidery and Debossing. For embroidery, where digitized artwork is not provided, there is a digitizing fee of $125.00(H). Set up charge for Debossing is $75 (G). All set up charges are waived on exact ",,,,,"13",,,,,,
"BG231","The Bag Factory","4 Color Process Dome","DM","Repeat Setup","25","20","G",,,,,,,,,,,,,,,,,,,"50",,,,,"40",,,,,,"Set up charge is $50(G) per imprint color excluding embroidery and Debossing. For embroidery, where digitized artwork is not provided, there is a digitizing fee of $125.00(H). Set up charge for Debossing is $75 (G). All set up charges are waived on exact ",,,,,,,,"13",
"BG231","The Bag Factory","4 Color Process Dome","DM","Drop Shipment Charge","8.5","6.8","G","8.5",,,"6.8",,,,,,,,,,,,,,,"50",,,,,"40",,,,,,"Set up charge is $50(G) per imprint color excluding embroidery and Debossing. For embroidery, where digitized artwork is not provided, there is a digitizing fee of $125.00(H). Set up charge for Debossing is $75 (G). All set up charges are waived on exact ",,,,,,,,"13",
"BG231","The Bag Factory","4 Color Process Dome","DM","Handling Fee- 3rd Party Shipping","12.5","10","G",,"12.5",,,"10",,,,,,,,,,,,,,"50",,,,,"40",,,,,,"Set up charge is $50(G) per imprint color excluding embroidery and Debossing. For embroidery, where digitized artwork is not provided, there is a digitizing fee of $125.00(H). Set up charge for Debossing is $75 (G). All set up charges are waived on exact ",,,,,,,,"13",
"BG231","The Bag Factory","4 Color Process Dome","DM","Less than Minimum Qty Chg","50","40","G",,,"50",,,"40",,,,,,,,,,,,,"50",,,,,"40",,,,,,"Set up charge is $50(G) per imprint color excluding embroidery and Debossing. For embroidery, where digitized artwork is not provided, there is a digitizing fee of $125.00(H). Set up charge for Debossing is $75 (G). All set up charges are waived on exact ",,,,,,,,"13",
"BG232","The Bag Factory","1 Color 1 Location","TP","Repeat Setup","25","20","G",,,,,,,,,,,,,,,"50",,,,,,"40",,,,,,"Set up charge is $50(G) per imprint color excluding embroidery and Debossing. For embroidery, where digitized artwork is not provided, there is a digitizing fee of $125.00(H). Set up charge for Debossing is $75 (G). All set up charges are waived on exact ",,,,,"13",,,,,,,
"BG232","The Bag Factory","1 Color 1 Location","TP","Drop Shipment Charge","8.5","6.8","G","8.5",,,"6.8",,,,,,,,,,,"50",,,,,,"40",,,,,,"Set up charge is $50(G) per imprint color excluding embroidery and Debossing. For embroidery, where digitized artwork is not provided, there is a digitizing fee of $125.00(H). Set up charge for Debossing is $75 (G). All set up charges are waived on exact ",,,,,"13",,,,,,,
"BG232","The Bag Factory","1 Color 1 Location","TP","Handling Fee- 3rd Party Shipping","12.5","10","G",,"12.5",,,"10",,,,,,,,,,"50",,,,,,"40",,,,,,"Set up charge is $50(G) per imprint color excluding embroidery and Debossing. For embroidery, where digitized artwork is not provided, there is a digitizing fee of $125.00(H). Set up charge for Debossing is $75 (G). All set up charges are waived on exact ",,,,,"13",,,,,,,
"BG232","The Bag Factory","1 Color 1 Location","TP","Less than Minimum Qty Chg","50","40","G",,,"50",,,"40",,,,,,,,,"50",,,,,,"40",,,,,,"Set up charge is $50(G) per imprint color excluding embroidery and Debossing. For embroidery, where digitized artwork is not provided, there is a digitizing fee of $125.00(H). Set up charge for Debossing is $75 (G). All set up charges are waived on exact ",,,,,"13",,,,,,,
"BG232","The Bag Factory","4 Color Process","TF","Repeat Setup","75","60","G",,,,,,,,,,,,,,,,"75",,,,,,"60",,,,,,"Set up charge is $50(G) per imprint color excluding embroidery and Debossing. For embroidery, where digitized artwork is not provided, there is a digitizing fee of $125.00(H). Set up charge for Debossing is $75 (G). All set up charges are waived on exact ",,,,,"13",,,,,,
"BG232","The Bag Factory","4 Color Process","TF","Drop Shipment Charge","8.5","6.8","G","8.5",,,"6.8",,,,,,,,,,,,"75",,,,,,"60",,,,,,"Set up charge is $50(G) per imprint color excluding embroidery and Debossing. For embroidery, where digitized artwork is not provided, there is a digitizing fee of $125.00(H). Set up charge for Debossing is $75 (G). All set up charges are waived on exact ",,,,,"13",,,,,,
"BG232","The Bag Factory","4 Color Process","TF","Handling Fee- 3rd Party Shipping","12.5","10","G",,"12.5",,,"10",,,,,,,,,,,"75",,,,,,"60",,,,,,"Set up charge is $50(G) per imprint color excluding embroidery and Debossing. For embroidery, where digitized artwork is not provided, there is a digitizing fee of $125.00(H). Set up charge for Debossing is $75 (G). All set up charges are waived on exact ",,,,,"13",,,,,,
"BG232","The Bag Factory","4 Color Process","TF","Less than Minimum Qty Chg","50","40","G",,,"50",,,"40",,,,,,,,,,"75",,,,,,"60",,,,,,"Set up charge is $50(G) per imprint color excluding embroidery and Debossing. For embroidery, where digitized artwork is not provided, there is a digitizing fee of $125.00(H). Set up charge for Debossing is $75 (G). All set up charges are waived on exact ",,,,,"13",,,,,,
"BG232","The Bag Factory","4 Color Process Dome","DM","Repeat Setup","25","20","G",,,,,,,,,,,,,,,,,,,"50",,,,,"40",,,,,,"Set up charge is $50(G) per imprint color excluding embroidery and Debossing. For embroidery, where digitized artwork is not provided, there is a digitizing fee of $125.00(H). Set up charge for Debossing is $75 (G). All set up charges are waived on exact ",,,,,,,,"13",
"BG232","The Bag Factory","4 Color Process Dome","DM","Drop Shipment Charge","8.5","6.8","G","8.5",,,"6.8",,,,,,,,,,,,,,,"50",,,,,"40",,,,,,"Set up charge is $50(G) per imprint color excluding embroidery and Debossing. For embroidery, where digitized artwork is not provided, there is a digitizing fee of $125.00(H). Set up charge for Debossing is $75 (G). All set up charges are waived on exact ",,,,,,,,"13",
"BG232","The Bag Factory","4 Color Process Dome","DM","Handling Fee- 3rd Party Shipping","12.5","10","G",,"12.5",,,"10",,,,,,,,,,,,,,"50",,,,,"40",,,,,,"Set up charge is $50(G) per imprint color excluding embroidery and Debossing. For embroidery, where digitized artwork is not provided, there is a digitizing fee of $125.00(H). Set up charge for Debossing is $75 (G). All set up charges are waived on exact ",,,,,,,,"13",
"BG232","The Bag Factory","4 Color Process Dome","DM","Less than Minimum Qty Chg","50","40","G",,,"50",,,"40",,,,,,,,,,,,,"50",,,,,"40",,,,,,"Set up charge is $50(G) per imprint color excluding embroidery and Debossing. For embroidery, where digitized artwork is not provided, there is a digitizing fee of $125.00(H). Set up charge for Debossing is $75 (G). All set up charges are waived on exact ",,,,,,,,"13",
"BG233","The Bag Factory","1 Color 1 Location","TP","Repeat Setup","25","20","G",,,,,,,,,,,,,,,"50",,,,,,"40",,,,,,"Set up charge is $50(G) per imprint color excluding embroidery and Debossing. For embroidery, where digitized artwork is not provided, there is a digitizing fee of $125.00(H). Set up charge for Debossing is $75 (G). All set up charges are waived on exact ",,,,,"13",,,,,,,
"BG233","The Bag Factory","1 Color 1 Location","TP","Drop Shipment Charge","8.5","6.8","G","8.5",,,"6.8",,,,,,,,,,,"50",,,,,,"40",,,,,,"Set up charge is $50(G) per imprint color excluding embroidery and Debossing. For embroidery, where digitized artwork is not provided, there is a digitizing fee of $125.00(H). Set up charge for Debossing is $75 (G). All set up charges are waived on exact ",,,,,"13",,,,,,,
"BG233","The Bag Factory","1 Color 1 Location","TP","Handling Fee- 3rd Party Shipping","12.5","10","G",,"12.5",,,"10",,,,,,,,,,"50",,,,,,"40",,,,,,"Set up charge is $50(G) per imprint color excluding embroidery and Debossing. For embroidery, where digitized artwork is not provided, there is a digitizing fee of $125.00(H). Set up charge for Debossing is $75 (G). All set up charges are waived on exact ",,,,,"13",,,,,,,
"BG233","The Bag Factory","1 Color 1 Location","TP","Less than Minimum Qty Chg","50","40","G",,,"50",,,"40",,,,,,,,,"50",,,,,,"40",,,,,,"Set up charge is $50(G) per imprint color excluding embroidery and Debossing. For embroidery, where digitized artwork is not provided, there is a digitizing fee of $125.00(H). Set up charge for Debossing is $75 (G). All set up charges are waived on exact ",,,,,"13",,,,,,,
"BG233","The Bag Factory","4 Color Process","T4","Repeat Setup","75","60","G",,,,,,,,,,,,,,,,"75",,,,,,"60",,,,,,"Set up charge is $50(G) per imprint color excluding embroidery and Debossing. For embroidery, where digitized artwork is not provided, there is a digitizing fee of $125.00(H). Set up charge for Debossing is $75 (G). All set up charges are waived on exact ",,,,,"13",,,,,,
"BG233","The Bag Factory","4 Color Process","T4","Drop Shipment Charge","8.5","6.8","G","8.5",,,"6.8",,,,,,,,,,,,"75",,,,,,"60",,,,,,"Set up charge is $50(G) per imprint color excluding embroidery and Debossing. For embroidery, where digitized artwork is not provided, there is a digitizing fee of $125.00(H). Set up charge for Debossing is $75 (G). All set up charges are waived on exact ",,,,,"13",,,,,,
"BG233","The Bag Factory","4 Color Process","T4","Handling Fee- 3rd Party Shipping","12.5","10","G",,"12.5",,,"10",,,,,,,,,,,"75",,,,,,"60",,,,,,"Set up charge is $50(G) per imprint color excluding embroidery and Debossing. For embroidery, where digitized artwork is not provided, there is a digitizing fee of $125.00(H). Set up charge for Debossing is $75 (G). All set up charges are waived on exact ",,,,,"13",,,,,,
"BG233","The Bag Factory","4 Color Process","T4","Less than Minimum Qty Chg","50","40","G",,,"50",,,"40",,,,,,,,,,"75",,,,,,"60",,,,,,"Set up charge is $50(G) per imprint color excluding embroidery and Debossing. For embroidery, where digitized artwork is not provided, there is a digitizing fee of $125.00(H). Set up charge for Debossing is $75 (G). All set up charges are waived on exact ",,,,,"13",,,,,,
"BG233","The Bag Factory","Embroidery, up to 8000 Stitches","EM","Repeat Setup","25","20","G",,,,,,,,,,,,,,,,,"50",,,,,,"40",,,,,,"Set up charge is $50(G) per imprint color excluding embroidery and Debossing. For embroidery, where digitized artwork is not provided, there is a digitizing fee of $125.00(H). Set up charge for Debossing is $75 (G). All set up charges are waived on exact ",,,,,"13",,,,,
"BG233","The Bag Factory","Embroidery, up to 8000 Stitches","EM","Additional Stitches, per 1000","0.35","0.28","G",,,,,,,,,,,,,,,,,"50",,,,,,"40",,,,,,"Set up charge is $50(G) per imprint color excluding embroidery and Debossing. For embroidery, where digitized artwork is not provided, there is a digitizing fee of $125.00(H). Set up charge for Debossing is $75 (G). All set up charges are waived on exact ",,,,,"13",,,,,
"BG233","The Bag Factory","Embroidery, up to 8000 Stitches","EM","Digitizing Fee (Embroidery)","53.125","42.5","G",,,,,,,,"53.125",,,,"42.5",,,,,"50",,,,,,"40",,,,,,"Set up charge is $50(G) per imprint color excluding embroidery and Debossing. For embroidery, where digitized artwork is not provided, there is a digitizing fee of $125.00(H). Set up charge for Debossing is $75 (G). All set up charges are waived on exact ",,,,,"13",,,,,
"BG233","The Bag Factory","Embroidery, up to 8000 Stitches","EM","Drop Shipment Charge","8.5","6.8","G","8.5",,,"6.8",,,,,,,,,,,,,"50",,,,,,"40",,,,,,"Set up charge is $50(G) per imprint color excluding embroidery and Debossing. For embroidery, where digitized artwork is not provided, there is a digitizing fee of $125.00(H). Set up charge for Debossing is $75 (G). All set up charges are waived on exact ",,,,,"13",,,,,
"BG233","The Bag Factory","Embroidery, up to 8000 Stitches","EM","Handling Fee- 3rd Party Shipping","12.5","10","G",,"12.5",,,"10",,,,,,,,,,,,"50",,,,,,"40",,,,,,"Set up charge is $50(G) per imprint color excluding embroidery and Debossing. For embroidery, where digitized artwork is not provided, there is a digitizing fee of $125.00(H). Set up charge for Debossing is $75 (G). All set up charges are waived on exact ",,,,,"13",,,,,
"BG233","The Bag Factory","Embroidery, up to 8000 Stitches","EM","Less than Minimum Qty Chg","50","40","G",,,"50",,,"40",,,,,,,,,,,"50",,,,,,"40",,,,,,"Set up charge is $50(G) per imprint color excluding embroidery and Debossing. For embroidery, where digitized artwork is not provided, there is a digitizing fee of $125.00(H). Set up charge for Debossing is $75 (G). All set up charges are waived on exact ",,,,,"13",,,,,
"BG233","The Bag Factory","Embroidery, up to 8000 Stitches","EM","Personalization","7","5.6","G",,,,,,,,,"7",,,,"5.6",,,,"50",,,,,,"40",,,,,,"Set up charge is $50(G) per imprint color excluding embroidery and Debossing. For embroidery, where digitized artwork is not provided, there is a digitizing fee of $125.00(H). Set up charge for Debossing is $75 (G). All set up charges are waived on exact ",,,,,"13",,,,,
"BG233","The Bag Factory","Embroidery, up to 8000 Stitches","EM","Swatch Proof","12.5","10","G",,,,,,,,,,"12.5",,,,"10",,,"50",,,,,,"40",,,,,,"Set up charge is $50(G) per imprint color excluding embroidery and Debossing. For embroidery, where digitized artwork is not provided, there is a digitizing fee of $125.00(H). Set up charge for Debossing is $75 (G). All set up charges are waived on exact ",,,,,"13",,,,,
"BG261","The Bag Factory","1 Color 1 Location","TP","Repeat Setup","25","20","G",,,,,,,,,,,,,,,"50",,,,,,"40",,,,,,"Set up charge is $50(G) per imprint color excluding embroidery and Debossing. For embroidery, where digitized artwork is not provided, there is a digitizing fee of $125.00(H). Set up charge for Debossing is $75 (G). All set up charges are waived on exact ",,,,,"1",,,,,,,
"BG261","The Bag Factory","1 Color 1 Location","TP","Drop Shipment Charge","8.5","6.8","G","8.5",,,"6.8",,,,,,,,,,,"50",,,,,,"40",,,,,,"Set up charge is $50(G) per imprint color excluding embroidery and Debossing. For embroidery, where digitized artwork is not provided, there is a digitizing fee of $125.00(H). Set up charge for Debossing is $75 (G). All set up charges are waived on exact ",,,,,"1",,,,,,,
"BG261","The Bag Factory","1 Color 1 Location","TP","Handling Fee- 3rd Party Shipping","12.5","10","G",,"12.5",,,"10",,,,,,,,,,"50",,,,,,"40",,,,,,"Set up charge is $50(G) per imprint color excluding embroidery and Debossing. For embroidery, where digitized artwork is not provided, there is a digitizing fee of $125.00(H). Set up charge for Debossing is $75 (G). All set up charges are waived on exact ",,,,,"1",,,,,,,
"BG261","The Bag Factory","1 Color 1 Location","TP","Less than Minimum Qty Chg","50","40","G",,,"50",,,"40",,,,,,,,,"50",,,,,,"40",,,,,,"Set up charge is $50(G) per imprint color excluding embroidery and Debossing. For embroidery, where digitized artwork is not provided, there is a digitizing fee of $125.00(H). Set up charge for Debossing is $75 (G). All set up charges are waived on exact ",,,,,"1",,,,,,,
"BG261","The Bag Factory","4 Color Process","TF","Repeat Setup","75","60","G",,,,,,,,,,,,,,,,"75",,,,,,"60",,,,,,"Set up charge is $50(G) per imprint color excluding embroidery and Debossing. For embroidery, where digitized artwork is not provided, there is a digitizing fee of $125.00(H). Set up charge for Debossing is $75 (G). All set up charges are waived on exact ",,,,,"1",,,,,,
"BG261","The Bag Factory","4 Color Process","TF","Drop Shipment Charge","8.5","6.8","G","8.5",,,"6.8",,,,,,,,,,,,"75",,,,,,"60",,,,,,"Set up charge is $50(G) per imprint color excluding embroidery and Debossing. For embroidery, where digitized artwork is not provided, there is a digitizing fee of $125.00(H). Set up charge for Debossing is $75 (G). All set up charges are waived on exact ",,,,,"1",,,,,,
"BG261","The Bag Factory","4 Color Process","TF","Handling Fee- 3rd Party Shipping","12.5","10","G",,"12.5",,,"10",,,,,,,,,,,"75",,,,,,"60",,,,,,"Set up charge is $50(G) per imprint color excluding embroidery and Debossing. For embroidery, where digitized artwork is not provided, there is a digitizing fee of $125.00(H). Set up charge for Debossing is $75 (G). All set up charges are waived on exact ",,,,,"1",,,,,,
"BG261","The Bag Factory","4 Color Process","TF","Less than Minimum Qty Chg","50","40","G",,,"50",,,"40",,,,,,,,,,"75",,,,,,"60",,,,,,"Set up charge is $50(G) per imprint color excluding embroidery and Debossing. For embroidery, where digitized artwork is not provided, there is a digitizing fee of $125.00(H). Set up charge for Debossing is $75 (G). All set up charges are waived on exact ",,,,,"1",,,,,,
"BG261","The Bag Factory","4 Color Process Dome","DM","Repeat Setup","25","20","G",,,,,,,,,,,,,,,,,,,"50",,,,,"40",,,,,,"Set up charge is $50(G) per imprint color excluding embroidery and Debossing. For embroidery, where digitized artwork is not provided, there is a digitizing fee of $125.00(H). Set up charge for Debossing is $75 (G). All set up charges are waived on exact ",,,,,,,,"1",
"BG261","The Bag Factory","4 Color Process Dome","DM","Drop Shipment Charge","8.5","6.8","G","8.5",,,"6.8",,,,,,,,,,,,,,,"50",,,,,"40",,,,,,"Set up charge is $50(G) per imprint color excluding embroidery and Debossing. For embroidery, where digitized artwork is not provided, there is a digitizing fee of $125.00(H). Set up charge for Debossing is $75 (G). All set up charges are waived on exact ",,,,,,,,"1",
"BG261","The Bag Factory","4 Color Process Dome","DM","Handling Fee- 3rd Party Shipping","12.5","10","G",,"12.5",,,"10",,,,,,,,,,,,,,"50",,,,,"40",,,,,,"Set up charge is $50(G) per imprint color excluding embroidery and Debossing. For embroidery, where digitized artwork is not provided, there is a digitizing fee of $125.00(H). Set up charge for Debossing is $75 (G). All set up charges are waived on exact ",,,,,,,,"1",
"BG261","The Bag Factory","4 Color Process Dome","DM","Less than Minimum Qty Chg","50","40","G",,,"50",,,"40",,,,,,,,,,,,,"50",,,,,"40",,,,,,"Set up charge is $50(G) per imprint color excluding embroidery and Debossing. For embroidery, where digitized artwork is not provided, there is a digitizing fee of $125.00(H). Set up charge for Debossing is $75 (G). All set up charges are waived on exact ",,,,,,,,"1",
"BG261","The Bag Factory","Embroidery, up to 8000 Stitches","EM","Repeat Setup","25","20","G",,,,,,,,,,,,,,,,,"50",,,,,,"40",,,,,,"Set up charge is $50(G) per imprint color excluding embroidery and Debossing. For embroidery, where digitized artwork is not provided, there is a digitizing fee of $125.00(H). Set up charge for Debossing is $75 (G). All set up charges are waived on exact ",,,,,"1",,,,,
"BG261","The Bag Factory","Embroidery, up to 8000 Stitches","EM","Additional Stitches, per 1000","0.35","0.28","G",,,,,,,,,,,,,,,,,"50",,,,,,"40",,,,,,"Set up charge is $50(G) per imprint color excluding embroidery and Debossing. For embroidery, where digitized artwork is not provided, there is a digitizing fee of $125.00(H). Set up charge for Debossing is $75 (G). All set up charges are waived on exact ",,,,,"1",,,,,
"BG261","The Bag Factory","Embroidery, up to 8000 Stitches","EM","Digitizing Fee (Embroidery)","53.125","42.5","G",,,,,,,,"53.125",,,,"42.5",,,,,"50",,,,,,"40",,,,,,"Set up charge is $50(G) per imprint color excluding embroidery and Debossing. For embroidery, where digitized artwork is not provided, there is a digitizing fee of $125.00(H). Set up charge for Debossing is $75 (G). All set up charges are waived on exact ",,,,,"1",,,,,
"BG261","The Bag Factory","Embroidery, up to 8000 Stitches","EM","Drop Shipment Charge","8.5","6.8","G","8.5",,,"6.8",,,,,,,,,,,,,"50",,,,,,"40",,,,,,"Set up charge is $50(G) per imprint color excluding embroidery and Debossing. For embroidery, where digitized artwork is not provided, there is a digitizing fee of $125.00(H). Set up charge for Debossing is $75 (G). All set up charges are waived on exact ",,,,,"1",,,,,
"BG261","The Bag Factory","Embroidery, up to 8000 Stitches","EM","Handling Fee- 3rd Party Shipping","12.5","10","G",,"12.5",,,"10",,,,,,,,,,,,"50",,,,,,"40",,,,,,"Set up charge is $50(G) per imprint color excluding embroidery and Debossing. For embroidery, where digitized artwork is not provided, there is a digitizing fee of $125.00(H). Set up charge for Debossing is $75 (G). All set up charges are waived on exact ",,,,,"1",,,,,
"BG261","The Bag Factory","Embroidery, up to 8000 Stitches","EM","Less than Minimum Qty Chg","50","40","G",,,"50",,,"40",,,,,,,,,,,"50",,,,,,"40",,,,,,"Set up charge is $50(G) per imprint color excluding embroidery and Debossing. For embroidery, where digitized artwork is not provided, there is a digitizing fee of $125.00(H). Set up charge for Debossing is $75 (G). All set up charges are waived on exact ",,,,,"1",,,,,
"BG261","The Bag Factory","Embroidery, up to 8000 Stitches","EM","Personalization","7","5.6","G",,,,,,,,,"7",,,,"5.6",,,,"50",,,,,,"40",,,,,,"Set up charge is $50(G) per imprint color excluding embroidery and Debossing. For embroidery, where digitized artwork is not provided, there is a digitizing fee of $125.00(H). Set up charge for Debossing is $75 (G). All set up charges are waived on exact ",,,,,"1",,,,,
"BG261","The Bag Factory","Embroidery, up to 8000 Stitches","EM","Swatch Proof","12.5","10","G",,,,,,,,,,"12.5",,,,"10",,,"50",,,,,,"40",,,,,,"Set up charge is $50(G) per imprint color excluding embroidery and Debossing. For embroidery, where digitized artwork is not provided, there is a digitizing fee of $125.00(H). Set up charge for Debossing is $75 (G). All set up charges are waived on exact ",,,,,"1",,,,,
"BG263","The Bag Factory","1 Color 1 Location","TP","Repeat Setup","25","20","G",,,,,,,,,,,,,,,"50",,,,,,"40",,,,,,"Set up charge is $50(G) per imprint color excluding embroidery and Debossing. For embroidery, where digitized artwork is not provided, there is a digitizing fee of $125.00(H). Set up charge for Debossing is $75 (G). All set up charges are waived on exact ",,,,,"13",,,,,,,
"BG263","The Bag Factory","1 Color 1 Location","TP","Drop Shipment Charge","8.5","6.8","G","8.5",,,"6.8",,,,,,,,,,,"50",,,,,,"40",,,,,,"Set up charge is $50(G) per imprint color excluding embroidery and Debossing. For embroidery, where digitized artwork is not provided, there is a digitizing fee of $125.00(H). Set up charge for Debossing is $75 (G). All set up charges are waived on exact ",,,,,"13",,,,,,,
"BG263","The Bag Factory","1 Color 1 Location","TP","Handling Fee- 3rd Party Shipping","12.5","10","G",,"12.5",,,"10",,,,,,,,,,"50",,,,,,"40",,,,,,"Set up charge is $50(G) per imprint color excluding embroidery and Debossing. For embroidery, where digitized artwork is not provided, there is a digitizing fee of $125.00(H). Set up charge for Debossing is $75 (G). All set up charges are waived on exact ",,,,,"13",,,,,,,
"BG263","The Bag Factory","1 Color 1 Location","TP","Less than Minimum Qty Chg","50","40","G",,,"50",,,"40",,,,,,,,,"50",,,,,,"40",,,,,,"Set up charge is $50(G) per imprint color excluding embroidery and Debossing. For embroidery, where digitized artwork is not provided, there is a digitizing fee of $125.00(H). Set up charge for Debossing is $75 (G). All set up charges are waived on exact ",,,,,"13",,,,,,,
"BG263","The Bag Factory","4 Color Process","TF","Repeat Setup","75","60","G",,,,,,,,,,,,,,,,"75",,,,,,"60",,,,,,"Set up charge is $50(G) per imprint color excluding embroidery and Debossing. For embroidery, where digitized artwork is not provided, there is a digitizing fee of $125.00(H). Set up charge for Debossing is $75 (G). All set up charges are waived on exact ",,,,,"13",,,,,,
"BG263","The Bag Factory","4 Color Process","TF","Drop Shipment Charge","8.5","6.8","G","8.5",,,"6.8",,,,,,,,,,,,"75",,,,,,"60",,,,,,"Set up charge is $50(G) per imprint color excluding embroidery and Debossing. For embroidery, where digitized artwork is not provided, there is a digitizing fee of $125.00(H). Set up charge for Debossing is $75 (G). All set up charges are waived on exact ",,,,,"13",,,,,,
"BG263","The Bag Factory","4 Color Process","TF","Handling Fee- 3rd Party Shipping","12.5","10","G",,"12.5",,,"10",,,,,,,,,,,"75",,,,,,"60",,,,,,"Set up charge is $50(G) per imprint color excluding embroidery and Debossing. For embroidery, where digitized artwork is not provided, there is a digitizing fee of $125.00(H). Set up charge for Debossing is $75 (G). All set up charges are waived on exact ",,,,,"13",,,,,,
"BG263","The Bag Factory","4 Color Process","TF","Less than Minimum Qty Chg","50","40","G",,,"50",,,"40",,,,,,,,,,"75",,,,,,"60",,,,,,"Set up charge is $50(G) per imprint color excluding embroidery and Debossing. For embroidery, where digitized artwork is not provided, there is a digitizing fee of $125.00(H). Set up charge for Debossing is $75 (G). All set up charges are waived on exact ",,,,,"13",,,,,,
